Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,141.19000244140625,138.27999877929688,138.92999267578125,140.58999633789062,2059300.0,137.68263244628906
2019-01-03,139.57000732421875,135.5800018310547,139.1300048828125,135.7899932861328,2801300.0,132.98190307617188
2019-01-04,141.33999633789062,137.5,138.1199951171875,141.07000732421875,2296400.0,138.15272521972656
2019-01-07,142.3699951171875,139.85000610351562,140.8300018310547,141.55999755859375,2315600.0,138.63259887695312
2019-01-08,146.80999755859375,142.69000244140625,144.6300048828125,145.13999938964844,2647800.0,142.13856506347656
2019-01-09,147.1999969482422,145.13999938964844,145.25999450683594,145.8699951171875,2181500.0,142.85345458984375
2019-01-10,147.1300048828125,144.27000427246094,144.66000366210938,147.02000427246094,1836300.0,143.97967529296875
2019-01-11,147.42999267578125,143.00999450683594,143.00999450683594,146.22999572753906,2004100.0,143.2060089111328
2019-01-14,145.66000366210938,144.14999389648438,144.77999877929688,144.92999267578125,1484500.0,141.93289184570312
2019-01-15,147.5,145.00999450683594,145.0800018310547,146.88999938964844,1543800.0,143.8523712158203
2019-01-16,149.4600067138672,147.72000122070312,148.77999877929688,147.8800048828125,2677100.0,144.82188415527344
2019-01-17,149.6199951171875,147.24000549316406,147.24000549316406,149.1199951171875,1814700.0,146.0362548828125
2019-01-18,151.39999389648438,149.11000061035156,150.0,150.4499969482422,2470500.0,147.3387451171875
2019-01-22,150.39999389648438,147.91000366210938,149.5,148.97000122070312,1950300.0,145.88934326171875
2019-01-23,150.92999267578125,147.44000244140625,149.86000061035156,148.4199981689453,1989400.0,145.3507080078125
2019-01-24,150.30999755859375,148.6699981689453,148.80999755859375,150.14999389648438,1947100.0,147.04493713378906
2019-01-25,152.22000122070312,150.9600067138672,151.5800018310547,151.85000610351562,1742800.0,148.70982360839844
2019-01-28,152.24000549316406,150.1999969482422,150.72000122070312,152.24000549316406,2046500.0,149.09173583984375
2019-01-29,152.41000366210938,151.11000061035156,152.02000427246094,152.02000427246094,1963200.0,148.87628173828125
2019-01-30,154.5,151.83999633789062,152.52000427246094,154.08999633789062,1679400.0,150.90347290039062
2019-01-31,154.89999389648438,153.1199951171875,153.5,153.5500030517578,2115600.0,150.3746337890625
2019-02-01,155.22000122070312,153.66000366210938,154.25,154.74000549316406,1957400.0,151.5400390625
2019-02-04,156.63999938964844,154.22999572753906,155.0,156.5500030517578,1666100.0,153.31260681152344
2019-02-05,157.41000366210938,156.5500030517578,156.75,157.32000732421875,1985700.0,154.06668090820312
2019-02-06,158.02999877929688,156.88999938964844,157.14999389648438,157.16000366210938,1375100.0,153.90997314453125
2019-02-07,156.0,154.19000244140625,155.85000610351562,155.17999267578125,2109800.0,151.97091674804688
2019-02-08,155.9499969482422,154.02000427246094,154.14999389648438,155.58999633789062,2300000.0,152.37245178222656
2019-02-11,157.3000030517578,155.02000427246094,156.0,155.32000732421875,1410500.0,152.10804748535156
2019-02-12,157.02999877929688,155.63999938964844,156.02999877929688,156.6300048828125,1861300.0,153.39096069335938
2019-02-13,158.5399932861328,156.86000061035156,157.0,158.02999877929688,1952100.0,154.76197814941406
2019-02-14,158.83999633789062,156.74000549316406,157.72000122070312,157.85000610351562,1552900.0,154.58572387695312
2019-02-15,159.3300018310547,158.22999572753906,159.0800018310547,159.22999572753906,2395200.0,155.93716430664062
2019-02-19,160.10000610351562,158.19000244140625,158.61000061035156,159.47999572753906,1656500.0,156.1820068359375
2019-02-20,160.1199951171875,158.42999267578125,159.77999877929688,159.7100067138672,1942300.0,156.40725708007812
2019-02-21,160.0500030517578,158.8800048828125,159.5800018310547,159.52999877929688,1835700.0,156.23097229003906
2019-02-22,161.8300018310547,159.9600067138672,160.17999267578125,161.5,1679300.0,158.16024780273438
2019-02-25,162.41000366210938,161.52999877929688,162.05999755859375,161.6699981689453,1368000.0,158.3267059326172
2019-02-26,162.5,161.0399932861328,161.6199951171875,161.33999633789062,1526200.0,158.0035400390625
2019-02-27,161.25999450683594,160.1300048828125,160.85000610351562,160.6300048828125,1536300.0,157.30824279785156
2019-02-28,162.0,160.38999938964844,160.89999389648438,161.3800048828125,2017300.0,158.04270935058594
2019-03-01,164.89999389648438,162.67999267578125,163.0,164.1999969482422,2227600.0,160.8043975830078
2019-03-04,164.9199981689453,160.91000366210938,164.75,162.82000732421875,1896300.0,159.45294189453125
2019-03-05,163.91000366210938,162.52000427246094,162.97000122070312,163.6699981689453,1564900.0,160.2853546142578
2019-03-06,164.05999755859375,162.33999633789062,164.05999755859375,162.38999938964844,1733300.0,159.03182983398438
2019-03-07,162.4499969482422,160.77999877929688,162.2100067138672,161.85000610351562,1655000.0,158.5030059814453
2019-03-08,161.80999755859375,160.5,161.0,161.69000244140625,1458100.0,158.3463134765625
2019-03-11,164.07000732421875,161.99000549316406,162.47999572753906,163.94000244140625,1240400.0,160.54978942871094
2019-03-12,165.82000732421875,163.72000122070312,164.49000549316406,163.99000549316406,2351200.0,160.59873962402344
2019-03-13,165.27999877929688,163.66000366210938,164.97000122070312,164.11000061035156,2095200.0,160.71624755859375
2019-03-14,164.92999267578125,164.11000061035156,164.4600067138672,164.82000732421875,2270100.0,161.41159057617188
2019-03-15,167.0399932861328,164.89999389648438,165.0,166.38999938964844,3737200.0,162.9490966796875
2019-03-18,167.44000244140625,165.13999938964844,166.75,166.42999267578125,1592100.0,162.98828125
2019-03-19,167.6300048828125,165.52999877929688,167.11000061035156,166.1999969482422,1949600.0,162.76303100585938
2019-03-20,167.25999450683594,164.80999755859375,166.39999389648438,166.27000427246094,2128800.0,162.83160400390625
2019-03-21,168.9199981689453,165.17999267578125,165.17999267578125,168.24000549316406,1666400.0,164.76087951660156
2019-03-22,168.4199981689453,165.11000061035156,167.8000030517578,165.24000549316406,1602600.0,161.82290649414062
2019-03-25,165.47000122070312,164.0,164.97999572753906,165.0800018310547,1769900.0,161.6662139892578
2019-03-26,167.60000610351562,165.94000244140625,166.47999572753906,166.94000244140625,1777800.0,163.48773193359375
2019-03-27,167.8000030517578,165.3699951171875,167.0,166.47000122070312,2376200.0,163.0274658203125
2019-03-28,177.49000549316406,170.47999572753906,170.9199981689453,175.1199951171875,5398700.0,171.49856567382812
2019-03-29,176.97000122070312,174.9499969482422,175.3000030517578,176.02000427246094,2773000.0,172.37997436523438
2019-04-01,176.52000427246094,174.7899932861328,175.5,176.32000732421875,2977900.0,172.6737518310547
2019-04-02,176.5500030517578,174.55999755859375,175.8300018310547,175.3699951171875,1923600.0,171.743408203125
2019-04-03,177.38999938964844,175.47999572753906,175.89999389648438,177.19000244140625,2481800.0,173.52577209472656
2019-04-04,177.44000244140625,175.86000061035156,177.19000244140625,177.16000366210938,2270200.0,173.49639892578125
2019-04-05,178.4199981689453,177.0399932861328,177.44000244140625,178.14999389648438,1861500.0,174.46591186523438
2019-04-08,179.0800018310547,177.3699951171875,177.6699981689453,178.91000366210938,1373300.0,175.21022033691406
2019-04-09,178.47000122070312,177.27999877929688,177.75,177.72999572753906,1813900.0,174.05459594726562
2019-04-10,177.75,176.10000610351562,176.8000030517578,177.0,1582600.0,174.7754364013672
2019-04-11,178.47000122070312,176.89999389648438,177.17999267578125,178.36000061035156,1417200.0,176.11834716796875
2019-04-12,179.36000061035156,177.8000030517578,178.5,178.63999938964844,2663400.0,176.39480590820312
2019-04-15,179.63999938964844,177.9499969482422,178.41000366210938,179.3000030517578,1619800.0,177.04653930664062
2019-04-16,179.89999389648438,178.25999450683594,179.8000030517578,179.05999755859375,1618200.0,176.80953979492188
2019-04-17,180.0,178.89999389648438,179.5800018310547,178.9499969482422,1637400.0,176.700927734375
2019-04-18,179.0,177.38999938964844,178.72000122070312,178.61000061035156,1319700.0,176.36520385742188
2019-04-22,178.25,177.02000427246094,177.25,178.07000732421875,1393900.0,175.83200073242188
2019-04-23,180.5500030517578,177.9600067138672,178.1999969482422,180.47999572753906,1785500.0,178.21168518066406
2019-04-24,181.41000366210938,180.27000427246094,180.86000061035156,180.80999755859375,1463900.0,178.53753662109375
2019-04-25,180.5800018310547,178.61000061035156,180.5800018310547,179.9499969482422,1035300.0,177.6883544921875
2019-04-26,180.85000610351562,179.08999633789062,180.1199951171875,180.8300018310547,1010300.0,178.55728149414062
2019-04-29,181.72000122070312,180.63999938964844,180.77999877929688,181.2100067138672,1111900.0,178.9325408935547
2019-04-30,182.8300018310547,181.1699981689453,181.5800018310547,182.6699981689453,1535800.0,180.37417602539062
2019-05-01,183.35000610351562,181.2899932861328,183.1999969482422,181.30999755859375,1242400.0,179.03126525878906
2019-05-02,182.3300018310547,178.49000549316406,181.0,179.38999938964844,1889900.0,177.13539123535156
2019-05-03,177.9600067138672,176.52000427246094,177.02999877929688,176.97999572753906,2680200.0,174.7556915283203
2019-05-06,176.8699951171875,172.88999938964844,173.8300018310547,176.25999450683594,1630200.0,174.0447235107422
2019-05-07,175.14999389648438,172.36000061035156,174.9199981689453,173.94000244140625,2308500.0,171.75389099121094
2019-05-08,175.25,173.16000366210938,174.07000732421875,173.82000732421875,1984900.0,171.63540649414062
2019-05-09,174.5800018310547,171.38999938964844,172.10000610351562,174.4600067138672,2044800.0,172.26736450195312
2019-05-10,174.97999572753906,170.6699981689453,173.72000122070312,174.3000030517578,2139600.0,172.109375
2019-05-13,172.0,170.35000610351562,171.38999938964844,171.02000427246094,1853800.0,168.87059020996094
2019-05-14,174.77000427246094,171.91000366210938,171.91000366210938,173.61000061035156,2181200.0,171.42803955078125
2019-05-15,176.13999938964844,172.17999267578125,172.2100067138672,175.39999389648438,2060800.0,173.19554138183594
2019-05-16,179.75,176.11000061035156,176.27000427246094,178.1699981689453,2232100.0,175.9307403564453
2019-05-17,179.19000244140625,176.38999938964844,176.38999938964844,178.3300018310547,1551100.0,176.0886993408203
2019-05-20,179.47000122070312,176.44000244140625,176.97999572753906,178.5399932861328,1566000.0,176.29608154296875
2019-05-21,180.0,178.80999755859375,179.61000061035156,179.57000732421875,1224900.0,177.31314086914062
2019-05-22,181.3800048828125,179.19000244140625,179.32000732421875,180.38999938964844,1212300.0,178.12283325195312
2019-05-23,178.94000244140625,176.44000244140625,178.94000244140625,178.27000427246094,1250200.0,176.0294647216797
2019-05-24,180.3300018310547,178.63999938964844,179.55999755859375,178.80999755859375,1288100.0,176.56268310546875
2019-05-28,180.11000061035156,177.8000030517578,179.25999450683594,178.38999938964844,2336500.0,176.14796447753906
2019-05-29,178.6999969482422,176.61000061035156,177.63999938964844,177.61000061035156,1547700.0,175.3777618408203
2019-05-30,179.4600067138672,177.66000366210938,177.66000366210938,178.82000732421875,1047900.0,176.5725555419922
2019-05-31,178.6300048828125,176.49000549316406,177.47000122070312,178.07000732421875,1799600.0,175.83200073242188
